attribute,start,min,max,name
Sp. Atk,165,301,471,gardevoir
Sp. Def,135,247,405,gardevoir
Speed,100,184,328,gardevoir
Attack,60,112,240,audino
Defense,126,231,386,audino
Sp. Atk,80,148,284,audino
Sp. Def,126,231,386,audino
Speed,50,94,218,audino
HP,20,150,244,mime-jr
Attack,25,49,163,mime-jr
Defense,45,85,207,mime-jr
Sp. Atk,70,130,262,mime-jr
Sp. Def,90,166,306,mime-jr
Speed,60,112,240,mime-jr
HP,90,290,384,granbull
Attack,120,220,372,granbull
Defense,75,139,273,granbull
Sp. Atk,60,112,240,granbull
Sp. Def,60,112,240,granbull
Speed,45,85,207,granbull
HP,28,166,260,ralts
Attack,25,49,163,ralts
Defense,25,49,163,ralts
Sp. Atk,45,85,207,ralts
Sp. Def,35,67,185,ralts
Speed,40,76,196,ralts
HP,100,310,404,azumarill
Attack,50,94,218,azumarill
Defense,80,148,284,azumarill
Sp. Atk,60,112,240,azumarill
Sp. Def,80,148,284,azumarill
Speed,50,94,218,azumarill
HP,38,186,280,kirlia
Attack,35,67,185,kirlia
Defense,35,67,185,kirlia
Sp. Atk,65,121,251,kirlia
Sp. Def,55,103,229,kirlia
Speed,50,94,218,kirlia
HP,60,230,324,snubbull
Attack,80,148,284,snubbull
Defense,50,94,218,snubbull
Sp. Atk,40,76,196,snubbull
Sp. Def,40,76,196,snubbull
Speed,30,58,174,snubbull
HP,55,220,314,togetic
Attack,40,76,196,togetic
Defense,85,157,295,togetic
Sp. Atk,80,148,284,togetic
Sp. Def,105,193,339,togetic
Speed,40,76,196,togetic
HP,70,250,344,marill
Attack,20,40,152,marill
Defense,50,94,218,marill
Sp. Atk,20,40,152,marill
Sp. Def,50,94,218,marill
Speed,40,76,196,marill
HP,35,180,274,togepi
Attack,20,40,152,togepi
Defense,65,121,251,togepi
Sp. Atk,40,76,196,togepi
Sp. Def,65,121,251,togepi
Speed,20,40,152,togepi
HP,90,290,384,igglybuff
Attack,30,58,174,igglybuff
Defense,15,31,141,igglybuff
Sp. Atk,40,76,196,igglybuff
Sp. Def,20,40,152,igglybuff
Speed,15,31,141,igglybuff
